allele	layer	assay_id	region_label	assay_type	cell_type	ref_value	alt_value	raw_score	quantile_score	ref_signal_percentile	note	focus_cell_type
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GNAI3 (exons)	RNA	HepG2	0.0007116092920435287	0.0007139930556212332	0.001391734194772342	0.7376	0.3508		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GNAT2 (exons)	RNA	HepG2	0.02245772807413615	0.02248238973726251	0.0010507713463597333	0.6584000000000001	0.6133		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	AMPD2 (exons)	RNA	HepG2	0.0009560051433328458	0.0009501861499761825	-0.002979371579196947	-0.9096	0.3799		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	CLCC1 (exons)	RNA	HepG2	0.3107026414104646	0.311023054591668	0.0010274170567044756	0.6519999999999999	0.7689		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GPSM2 (exons)	RNA	HepG2	0.1754698437410824	0.17576563240143925	0.0016747396536807696	0.7829999999999999	0.7277		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	AKNAD1 (exons)	RNA	HepG2	0.0004964732551222365	0.0004956230998332864	-0.0005682673356560803		0.315		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GSTM4 (exons)	RNA	HepG2	0.00012807760388450508	0.00012760296454469134	-0.0004208391502430153		0.1985		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GSTM2 (exons)	RNA	HepG2	1.4171999090284596e-05	1.4153609726728437e-05	-1.8132555716661817e-05		0.0911		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GSTM1 (exons)	RNA	HepG2	3.708753637554112e-05	3.7042167755441925e-05	-4.374713887578763e-05		0.1293		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GSTM3 (exons)	RNA	HepG2	0.39083440772775246	0.38888501369227435	-0.004987462311812472	-0.9662	0.7882		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	GSTM5 (exons)	RNA	HepG2	6.352852813839094e-06	6.316435370531516e-06	-3.618820391952288e-05		0.0655		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	EPS8L3 (exons)	RNA	HepG2	1.6040897840641255	1.5920151147069381	-0.00755117615863051	-0.9834	0.9224		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/-	STXBP3 (exons)	RNA	HepG2	0.0006830509786791879	0.0006859809084399663	0.0017393308211970284	0.7934000000000001	0.3469		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	SORT1 (exons)	RNA	HepG2	1.2084320097594772	1.2794276992256997	0.05704332616150028	0.9994000000000001	0.8876		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	PSRC1 (exons)	RNA	HepG2	1.2086865442880192	1.5799280170574939	0.267650755442038	1.0	0.8876		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	CELSR2 (exons)	RNA	HepG2	0.00010240627148255398	0.00024554314302644727	0.1220763840455459	0.9998	0.2177		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	MYBPHL (exons)	RNA	HepG2	0.021513982545318947	0.02713095113377954	0.22273387135794645	0.9998	0.6345		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	SARS1 (exons)	RNA	HepG2	0.003523880873269182	0.003638939159672435	0.02511548497898133	0.9974000000000001	0.5169		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	ELAPOR1 (exons)	RNA	HepG2	1.406345052547377e-05	1.465112783534077e-05	0.0005793592973338858		0.12		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	PSMA5 (exons)	RNA	HepG2	3.0330974648335864	3.0530939689431102	0.006568970845734417	0.9827999999999999	0.9578		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	CFAP276 (exons)	RNA	HepG2	0.0005763470444581055	0.0005826940525587418	0.00401831849987279	0.9548000000000001	0.365		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	TMEM167B (exons)	RNA	HepG2	0.001064556792805378	0.0010704356197927965	0.0028434542856622743	0.9124000000000001	0.4227		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	SYPL2 (exons)	RNA	HepG2	0.0001539834164141448	0.0001541024322344672	0.00010312945724917076		0.2501		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	TAF13 (exons)	RNA	HepG2	1.4463289709530174	1.450625434480054	0.002964149187566307	0.9194	0.905		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	ATXN7L2 (exons)	RNA	HepG2	0.00010681351500080992	0.00010708427277461062	0.0002445982616232051		0.2208		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	CYB561D1 (exons)	RNA	HepG2	0.0002654846446390412	0.00026512926046326165	-0.0002808679565059663		0.2964		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	AMIGO1 (exons)	RNA	HepG2	0.07274614324085349	0.07286824398779364	0.0016543207891776192	0.7991999999999999	0.6909		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	WDR47 (exons)	RNA	HepG2	0.40218694312247927	0.4030354769792525	0.0021023553067378658	0.8537999999999999	0.7874		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GPR61 (exons)	RNA	HepG2	0.006135092103449788	0.006136238684036742	0.0001606830654400326		0.5569		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GNAI3 (exons)	RNA	HepG2	0.00045497806677847325	0.00045565941350923165	0.0004681769872186986		0.3437		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GNAT2 (exons)	RNA	HepG2	0.008929014062910074	0.008934172027899107	0.0005193492203505667		0.582		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	AMPD2 (exons)	RNA	HepG2	0.000935655180140071	0.0009319698700287221	-0.0019057231137444147	-0.8294	0.412		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	CLCC1 (exons)	RNA	HepG2	0.39470930196941584	0.3950453972015419	0.0008489883360731907		0.7858		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GPSM2 (exons)	RNA	HepG2	0.16801472311122365	0.16820179553855816	0.001106228916072546	0.6863999999999999	0.7289		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	AKNAD1 (exons)	RNA	HepG2	0.00038860279497841897	0.00038797687280354244	-0.00045085843762538347		0.3299		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GSTM4 (exons)	RNA	HepG2	8.477120072010447e-05	8.45483552315495e-05	-0.00020545197108245172		0.2054		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GSTM2 (exons)	RNA	HepG2	2.344119614510169e-06	2.3402096669954485e-06	-3.9008111726478585e-06		0.0587		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GSTM1 (exons)	RNA	HepG2	1.1471113296529316e-05	1.144575332367008e-05	-2.507267923765926e-05		0.1119		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GSTM3 (exons)	RNA	HepG2	0.5229835514880025	0.5212378033497598	-0.0033372474197774513	-0.9336	0.8073		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	GSTM5 (exons)	RNA	HepG2	2.674838610537262e-06	2.653842893006723e-06	-2.0939926431919698e-05		0.0622		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	EPS8L3 (exons)	RNA	HepG2	0.8497980231064762	0.8441275343214943	-0.006687215593407619	-0.984	0.8525		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 total RNA-seq/-	STXBP3 (exons)	RNA	HepG2	0.0003675478206437154	0.00036919774192182366	0.0012057543825559499	0.7105999999999999	0.3246		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	SORT1 (exons)	RNA	HepG2	1.1516746457304692	1.2453052671627485	0.07809836724738049	0.9992000000000001	0.7789		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	PSRC1 (exons)	RNA	HepG2	0.7389273001787332	1.1485411681497073	0.44056621915392546	1.0	0.6874		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	CELSR2 (exons)	RNA	HepG2	0.18404631948614367	0.2889555592472225	0.4491214979220057	1.0	0.4571		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	MYBPHL (exons)	RNA	HepG2	0.07957068154978197	0.10168388349528788	0.2425203457741671	1.0	0.3754		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	SARS1 (exons)	RNA	HepG2	6.976932308538173	7.066234681664444	0.012716627239623232	0.9910000000000001	0.9721		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	ELAPOR1 (exons)	RNA	HepG2	0.021325875941710697	0.02169015950592032	0.0161849666526421	0.9932000000000001	0.2825		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	PSMA5 (exons)	RNA	HepG2	2.0737871102219754	2.0924263099743197	0.008943555482687824	0.9862	0.8796		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	CFAP276 (exons)	RNA	HepG2	0.0031216924741557317	0.003163974945277862	0.010206260044050694	0.9885999999999999	0.1641		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	TMEM167B (exons)	RNA	HepG2	1.3249814843473646	1.3313780205385568	0.004812402930703054	0.9598	0.8042		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	SYPL2 (exons)	RNA	HepG2	0.09806065537460694	0.09835102224724016	0.002926915224015266	0.8948	0.3914		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	TAF13 (exons)	RNA	HepG2	0.7156048643714321	0.7193436492997349	0.005203795862914885	0.9652000000000001	0.6806		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	ATXN7L2 (exons)	RNA	HepG2	0.3224471341833389	0.3234041285306192	0.0029543665295873652	0.8984000000000001	0.5337		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	CYB561D1 (exons)	RNA	HepG2	0.1802840629584347	0.18013182399350505	-0.0008401341076106512		0.4544		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	AMIGO1 (exons)	RNA	HepG2	0.08287511388715962	0.08296279402460238	0.00104481933205666	0.6000000000000001	0.379		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	WDR47 (exons)	RNA	HepG2	0.20102870436249282	0.20131383276861678	0.001410331227616291	0.7036	0.4677		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GPR61 (exons)	RNA	HepG2	0.004306576411446363	0.004310523331904465	0.0007435026015262172		0.1832		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GNAI3 (exons)	RNA	HepG2	0.7894106469631986	0.7909440986873962	0.0019381901668475401	0.7986	0.7006		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GNAT2 (exons)	RNA	HepG2	0.03402858246710033	0.03404000596365102	0.0003260661277111299		0.3123		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	AMPD2 (exons)	RNA	HepG2	1.9960619557412134	1.989469741489843	-0.0033064164789803337	-0.9134	0.8749		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	CLCC1 (exons)	RNA	HepG2	0.27712062101420715	0.277326907621219	0.000741441396884227		0.5102		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GPSM2 (exons)	RNA	HepG2	0.2523423120992813	0.25228632702954457	-0.00022101028501231526		0.497		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	AKNAD1 (exons)	RNA	HepG2	0.00045288644107104525	0.0004521001662526812	-0.0005413276850103753		0.0815		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GSTM4 (exons)	RNA	HepG2	0.3682763687435269	0.368189023765303	-0.00023655808252439627		0.5553		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GSTM2 (exons)	RNA	HepG2	0.0567201827177848	0.05663779167249147	-0.0014284415054674673	-0.7121999999999999	0.3491		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GSTM1 (exons)	RNA	HepG2	0.2392971063047206	0.23778251265671865	-0.006322951902516291	-0.9732	0.4889		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GSTM3 (exons)	RNA	HepG2	0.40771383155528534	0.4052134515474122	-0.006136468629673097	-0.9716	0.5731		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	GSTM5 (exons)	RNA	HepG2	0.0074519754125413045	0.00739393989815239	-0.006890185890137972	-0.977	0.2155		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	EPS8L3 (exons)	RNA	HepG2	1.9260633821656914	1.9110411407113541	-0.007825949012382845	-0.9812	0.8686		HepG2
alt_1	gene_expression	RNA_SEQ/EFO:0001187 polyA plus RNA-seq/.	STXBP3 (exons)	RNA	HepG2	0.8634854770495388	0.8660302522123821	0.0029393634167394827	0.8957999999999999	0.7174		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K27ac/.		CHIP	HepG2	15052.0	35816.0	1.2505934648002608	0.9995	0.9469		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K27me3/.		CHIP	HepG2	1199.5	867.75	-0.4666224257321843	0.9997	0.4212		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K36me3/.		CHIP	HepG2	1122.5	882.125	-0.34731056395860554	0.9996	0.7357		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K4me1/.		CHIP	HepG2	15804.0	16622.0	0.07279973763288969	0.9365	0.9984		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K4me2/.		CHIP	HepG2	25440.0	32232.0	0.34138309039849535	0.9943	0.9474		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K4me3/.		CHIP	HepG2	8141.0	11312.0	0.4745264297228099	0.9985	0.8798		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K79me2/.		CHIP	HepG2	1086.5	1225.75	0.17382587044477438	0.9957	0.708		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K9ac/.		CHIP	HepG2	14748.0	24464.0	0.7301021414454927	0.9992	0.906		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H3K9me3/.		CHIP	HepG2	512.625	437.4375	-0.22834422666039483	0.9996	0.1373		HepG2
alt_1	histone_marks	CHIP_HISTONE/EFO:0001187 Histone ChIP-seq H4K20me1/.		CHIP	HepG2	1096.75	849.5	-0.36816639346315644	1.0	0.2751		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq AFF4 genetically modified (insertion) using CRISPR targeting H. sapiens AFF4/.		CHIP	HepG2	957.0	1530.0	0.6763767217636077	0.9991	0.9406		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq AGO2/.		CHIP	HepG2	1096.0	1308.0	0.25490157154204784	0.9929	0.8785		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq AHDC1 genetically modified (insertion) using CRISPR targeting H. sapiens AHDC1/.		CHIP	HepG2	951.0	1626.0	0.7731807723645843	0.9984	0.9974		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq AHR genetically modified (insertion) using CRISPR targeting H. sapiens AHR/.		CHIP	HepG2	1327.0	1932.0	0.541586490864311	0.9988	0.9146		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq AKAP8 genetically modified (insertion) using CRISPR targeting H. sapiens AKAP8/.		CHIP	HepG2	986.0	1392.0	0.4970732681448552	0.9981	0.9373		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq ARHGAP35 genetically modified (insertion) using CRISPR targeting H. sapiens ARHGAP35/.		CHIP	HepG2	854.0	1091.0	0.3529765311465922	0.9936	0.9115		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq ARID2 genetically modified (insertion) using CRISPR targeting H. sapiens ARID2/.		CHIP	HepG2	583.0	826.0	0.5019189602912574	0.9982	0.9375		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq ARID3A/.		CHIP	HepG2	1576.0	3056.0	0.9549338920964597	0.9984	0.9924		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq ARID3A genetically modified (insertion) using CRISPR targeting H. sapiens ARID3A/.		CHIP	HepG2	2002.0	4068.0	1.022511859261003	0.9983	0.997		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq ARID4A genetically modified (insertion) using CRISPR targeting H. sapiens ARID4A/.		CHIP	HepG2	1139.0	1840.0	0.6914558022978025	0.9981	0.9168		HepG2
alt_1	tf_binding	CHIP_TF/EFO:0001187 TF ChIP-seq ARID4B genetically modified (insertion) using CRISPR targeting H. sapiens ARID4B/.		CHIP	HepG2	3014.0	5384.0	0.8367883426441227	0.9978	0.9346		HepG2
alt_1	chromatin_accessibility	DNASE/EFO:0001200 DNase-seq/.		DNASE	MCF 10A	337.82763671875	918.5170288085938	1.440324738658707	0.9989	0.9315		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	SORT1 (exons)	RNA	MCF 10A	0.00044216484186243745	0.00047420301139803353	0.02197216543024672	0.9962	0.3198		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	PSRC1 (exons)	RNA	MCF 10A	0.0032015300932384675	0.003872824998622602	0.1482250839055196	1.0	0.4798		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	CELSR2 (exons)	RNA	MCF 10A	0.5271606389729988	0.5494302392342455	0.04129974766548137	0.998	0.8134		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	MYBPHL (exons)	RNA	MCF 10A	0.0006355699165727711	0.0007377983659885919	0.06062768870745023	0.9992000000000001	0.3499		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	SARS1 (exons)	RNA	MCF 10A	8.07677056537411	8.08673691168064	0.0012330386266437819	0.7438	0.995		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	ELAPOR1 (exons)	RNA	MCF 10A	0.012098784069863379	0.012116903047514366	0.0013823006396849193	0.7751999999999999	0.5661		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	PSMA5 (exons)	RNA	MCF 10A	0.000411158823387993	0.0004156153529546412	0.003153087569686205	0.9346000000000001	0.3142		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	CFAP276 (exons)	RNA	MCF 10A	0.023621775192854334	0.023714951574120423	0.0037771655377521387	0.9530000000000001	0.6069		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	TMEM167B (exons)	RNA	MCF 10A	1.188740350097829	1.1909809254233727	0.0018814762327840748	0.8468	0.9094		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	SYPL2 (exons)	RNA	MCF 10A	0.004877046859035435	0.004843981291172728	-0.0056421083807097466	-0.9768	0.508		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	TAF13 (exons)	RNA	MCF 10A	0.00021681194937976645	0.00021716952323913574	0.00029381806391234563		0.2583		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	ATXN7L2 (exons)	RNA	MCF 10A	0.27954040108546435	0.2795357586565526	-1.6548302155506925e-05		0.7539		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	CYB561D1 (exons)	RNA	MCF 10A	0.29569272357534715	0.29550127324663766	-0.000645489793836782		0.7586		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	AMIGO1 (exons)	RNA	MCF 10A	0.0016356735615489966	0.0016248393647980194	-0.004119070600560237	-0.9601999999999999	0.4278		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	WDR47 (exons)	RNA	MCF 10A	0.0001579806422687509	0.00015874935232464344	0.0006636164644973551		0.2354		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GPR61 (exons)	RNA	MCF 10A	0.00013971890671802357	0.00013955112551983646	-0.00014722362521081984		0.226		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GNAI3 (exons)	RNA	MCF 10A	0.929250722018539	0.9299419899176813	0.000742822520736289		0.8815		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GNAT2 (exons)	RNA	MCF 10A	0.1198016134077872	0.1198399480260198	0.000317284976365266		0.7024		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	AMPD2 (exons)	RNA	MCF 10A	0.9880572109575341	0.9876033755338489	-0.0004589619015029347		0.889		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	CLCC1 (exons)	RNA	MCF 10A	0.0864445213510869	0.08638749043251545	-0.0006524082176085054		0.6844		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GPSM2 (exons)	RNA	MCF 10A	0.38264338462173797	0.38212589438255995	-0.001349794082569016	-0.7656000000000001	0.7829		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	AKNAD1 (exons)	RNA	MCF 10A	0.001076872272444476	0.0010819260416359737	0.002430399984552666	0.897	0.3921		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GSTM4 (exons)	RNA	MCF 10A	0.12570170331006347	0.12595051201584742	0.001961810467639112	0.855	0.7055		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GSTM2 (exons)	RNA	MCF 10A	0.012386489616200827	0.012383561452789321	-0.00021876412679503235		0.5672		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GSTM1 (exons)	RNA	MCF 10A	0.03895241219810642	0.038929262881390043	-0.0005795901836402977		0.6377		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GSTM3 (exons)	RNA	MCF 10A	0.0004988282217783977	0.000499812312823547	0.0006563581523848974		0.3294		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	GSTM5 (exons)	RNA	MCF 10A	0.002055021798841223	0.002050810282630468	-0.0013795062892161798	-0.7718	0.4437		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	EPS8L3 (exons)	RNA	MCF 10A	2.6114326976417307e-05	2.609451043435284e-05	-1.9312403010655214e-05		0.126		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/+	STXBP3 (exons)	RNA	MCF 10A	0.8457644966520224	0.8457581291166375	-7.519870461763824e-06		0.8708		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	SORT1 (exons)	RNA	MCF 10A	0.5311048880180713	0.5398135907643142	0.016234027426872983	0.9944	0.8221		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	PSRC1 (exons)	RNA	MCF 10A	0.366592774480026	0.4135345119373645	0.12018049836127813	0.9996	0.7872		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	CELSR2 (exons)	RNA	MCF 10A	0.0004453975400272457	0.0005759022598676522	0.08644357372889833	0.9994000000000001	0.3242		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	MYBPHL (exons)	RNA	MCF 10A	0.00043076460109290016	0.0004480630941884641	0.012017878891710286	0.9927999999999999	0.3215		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	SARS1 (exons)	RNA	MCF 10A	0.011519094671660322	0.011590843641661047	0.005714802193133399	0.9787999999999999	0.5776		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	ELAPOR1 (exons)	RNA	MCF 10A	7.006032764477088e-05	7.157023158494777e-05	0.0014100510322296975	0.7592000000000001	0.1769		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	PSMA5 (exons)	RNA	MCF 10A	1.344071308013572	1.347755293172024	0.002735133325562972	0.9084000000000001	0.922		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	CFAP276 (exons)	RNA	MCF 10A	0.0006067875593696088	0.000608332369911316	0.0009609661191910835		0.3498		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	TMEM167B (exons)	RNA	MCF 10A	0.0006000823906297013	0.000600905312132321	0.000514167249089408		0.3487		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	SYPL2 (exons)	RNA	MCF 10A	3.221450478830046e-05	3.1890685667306754e-05	-0.0003137622298975337		0.131		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	TAF13 (exons)	RNA	MCF 10A	1.0687804489992978	1.0695842370990396	0.0007510758729558167		0.898		MCF 10A
alt_1	gene_expression	RNA_SEQ/EFO:0001200 total RNA-seq/-	ATXN7L2 (exons)	RNA	MCF 10A	0.00017694698597764627	0.000177327848751581	0.00032354997100513195		0.2425		MCF 10A
